date,state,deaths
4/19/2020 12:00:00 AM,Arkansas,12
4/20/2020 12:00:00 AM,Arkansas,1
4/20/2020 12:00:00 AM,Arkansas,2
4/20/2020 12:00:00 AM,Arkansas,4
4/20/2020 12:00:00 AM,Arkansas,5
4/20/2020 12:00:00 AM,Arkansas,7
4/20/2020 12:00:00 AM,Arkansas,12
4/21/2020 12:00:00 AM,Arkansas,1
4/21/2020 12:00:00 AM,Arkansas,2
4/21/2020 12:00:00 AM,Arkansas,4
4/21/2020 12:00:00 AM,Arkansas,5
4/21/2020 12:00:00 AM,Arkansas,7
4/21/2020 12:00:00 AM,Arkansas,12
4/22/2020 12:00:00 AM,Arkansas,1
4/22/2020 12:00:00 AM,Arkansas,2
4/22/2020 12:00:00 AM,Arkansas,4
4/22/2020 12:00:00 AM,Arkansas,5
4/22/2020 12:00:00 AM,Arkansas,7
4/22/2020 12:00:00 AM,Arkansas,12
4/23/2020 12:00:00 AM,Arkansas,1
4/23/2020 12:00:00 AM,Arkansas,2
4/23/2020 12:00:00 AM,Arkansas,4
4/23/2020 12:00:00 AM,Arkansas,5
4/23/2020 12:00:00 AM,Arkansas,7
4/23/2020 12:00:00 AM,Arkansas,12
3/4/2020 12:00:00 AM,California,1
3/5/2020 12:00:00 AM,California,1
3/6/2020 12:00:00 AM,California,1
3/7/2020 12:00:00 AM,California,1
3/8/2020 12:00:00 AM,California,1
3/9/2020 12:00:00 AM,California,1
3/10/2020 12:00:00 AM,California,1
3/11/2020 12:00:00 AM,California,1
3/12/2020 12:00:00 AM,California,1
3/13/2020 12:00:00 AM,California,1
3/13/2020 12:00:00 AM,California,2
3/14/2020 12:00:00 AM,California,1
3/14/2020 12:00:00 AM,California,2
3/15/2020 12:00:00 AM,California,1
3/15/2020 12:00:00 AM,California,2
3/16/2020 12:00:00 AM,California,1
3/16/2020 12:00:00 AM,California,2
3/16/2020 12:00:00 AM,California,4
3/17/2020 12:00:00 AM,California,1
3/17/2020 12:00:00 AM,California,2
3/17/2020 12:00:00 AM,California,3
3/17/2020 12:00:00 AM,California,5
3/18/2020 12:00:00 AM,California,1
3/18/2020 12:00:00 AM,California,2
3/18/2020 12:00:00 AM,California,3
3/18/2020 12:00:00 AM,California,6
3/19/2020 12:00:00 AM,California,1
3/19/2020 12:00:00 AM,California,2
3/19/2020 12:00:00 AM,California,3
3/19/2020 12:00:00 AM,California,6
3/20/2020 12:00:00 AM,California,1
3/20/2020 12:00:00 AM,California,2
3/20/2020 12:00:00 AM,California,3
3/20/2020 12:00:00 AM,California,4
3/20/2020 12:00:00 AM,California,8
3/21/2020 12:00:00 AM,California,1
3/21/2020 12:00:00 AM,California,2
3/21/2020 12:00:00 AM,California,3
3/21/2020 12:00:00 AM,California,4
3/21/2020 12:00:00 AM,California,5
